id,price,sale_yr,sale_month,sale_day,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,old,refurbish
255520180,565000,2014,12,18,3,2.5,4040,8653,2,0,0,3,9,2900,1140,2006,0,98019,47.7378,-121.975,3360,8653,8,0
3023000200,380000,2015,5,5,4,2.5,2110,5306,2,0,0,3,8,2110,0,2012,0,98038,47.356,-122.057,2250,5306,3,0
2548100140,330000,2015,1,16,4,1.5,1250,8400,1,0,0,3,7,960,290,1951,0,98155,47.7505,-122.315,1560,8400,64,0
7215730120,606500,2015,5,4,3,2.5,2170,5500,2,0,0,3,8,2170,0,2000,0,98075,47.5975,-122.018,2170,5862,15,0
2473100090,270000,2014,12,2,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,0,98058,47.4503,-122.157,1480,7705,48,0
9510320150,545000,2014,12,2,4,2.5,2500,50595,2,0,0,3,9,2500,0,1997,0,98045,47.4736,-121.731,2765,33720,17,0
2767603962,462550,2015,4,14,2,1.75,1070,1276,3,0,0,3,8,1070,0,2006,0,98107,47.6719,-122.39,1290,2057,9,0
3825310180,860000,2014,10,7,4,4.5,4040,8400,2,0,0,3,9,3220,820,2006,0,98052,47.7067,-122.131,3940,8400,8,0
2213000030,1264000,2014,5,12,4,3.75,3490,9170,2,0,0,3,9,3490,0,2012,0,98004,47.5991,-122.2,1810,8470,2,0
8081020370,1355000,2014,7,9,4,3.5,3550,11000,1,0,2,3,11,2260,1290,1999,0,98006,47.5506,-122.134,4100,10012,15,0
2781260370,398000,2015,1,28,4,2.5,2820,5510,2,0,0,3,9,2820,0,2005,0,98038,47.3477,-122.024,2820,5510,10,0
5469501410,490000,2014,9,17,4,2.5,3480,12696,1,0,0,4,9,1980,1500,1977,0,98042,47.3816,-122.153,3480,14175,37,0
4139910180,1475000,2015,1,14,5,4,4770,31570,2,0,0,3,12,4770,0,1990,0,98006,47.5468,-122.123,4520,32070,25,0
3278600680,235000,2014,6,27,1,1.5,1170,1456,2,0,0,3,8,1070,100,2007,0,98126,47.5493,-122.372,1360,1730,7,0
7889000160,222000,2015,3,17,3,1,990,7520,1,0,0,4,7,990,0,1958,0,98002,47.285,-122.207,990,7440,57,0
5152980070,514500,2015,1,2,4,2.5,2990,9614,1,0,2,4,9,1740,1250,1976,0,98003,47.3424,-122.329,3370,12085,39,0
8567450060,563500,2014,6,9,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235,13,0
8100400160,700000,2015,4,13,3,2.25,2330,11424,2,0,0,4,8,2330,0,1984,0,98052,47.6386,-122.11,2050,11448,31,0
6929602605,205000,2015,2,3,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,98198,47.3864,-122.308,1564,8115,56,0
2826049260,482500,2014,6,20,4,3,1630,7626,1,0,0,5,7,1110,520,1990,0,98125,47.7168,-122.308,1630,8082,24,0
9485700150,275000,2015,3,4,2,1,920,7688,1,0,0,3,6,920,0,1955,0,98106,47.5281,-122.362,1040,7440,60,0
4037800140,548000,2014,8,14,4,2,2100,8880,1,0,0,4,7,2100,0,1958,0,98008,47.6115,-122.124,1280,9102,56,0
7936500221,658000,2015,1,14,2,1,1010,14244,1,1,4,1,5,1010,0,1926,0,98136,47.5476,-122.399,1820,15792,89,0
9834201370,430100,2015,4,17,3,2.25,1400,1078,2,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230,6,0
3971700390,368888,2015,4,6,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,0,98155,47.7739,-122.322,1180,14285,65,0
9151600695,625000,2015,3,4,3,2,2140,3600,2,0,0,3,8,1680,460,1911,1997,98116,47.5846,-122.383,2340,5400,104,1
3275730120,446000,2014,8,18,4,2.5,1530,8375,1,0,0,3,7,1020,510,1974,0,98034,47.7174,-122.236,1650,9794,40,0
4077800094,675000,2015,2,2,4,1.75,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,7230,65,0
1277000240,735000,2015,4,2,3,2.5,2540,6762,2,0,0,3,10,2540,0,1998,0,98007,47.6239,-122.144,2870,6631,17,0
7655900038,296000,2015,4,14,2,1,1370,8400,1,0,0,3,7,1370,0,1948,0,98133,47.7344,-122.336,1330,8396,67,0
3601800580,250000,2014,10,21,4,2,2600,9000,1,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,55,0
4298100240,660000,2014,8,5,3,2.5,2680,28243,2,0,0,3,9,2680,0,1993,0,98077,47.7637,-122.05,2670,32130,21,0
6398000171,545000,2014,7,10,2,2,2930,14057,1,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,34,0
7695450010,604700,2014,5,22,4,2.75,2750,14982,1,0,3,3,9,1720,1030,1981,0,98198,47.3566,-122.32,2860,16344,33,0
4077800455,570000,2015,3,26,4,3,2460,10401,1,0,0,5,7,1700,760,1947,0,98125,47.7106,-122.285,1470,7727,68,0
686450080,800000,2014,7,11,4,2.25,3220,8436,2,0,0,3,8,3220,0,1968,0,98008,47.6381,-122.116,2500,7632,46,0
3526039160,1100000,2014,8,14,3,3,3700,16857,1,0,0,3,10,2170,1530,2000,0,98117,47.6956,-122.392,2320,12000,14,0
3426049132,460000,2015,4,22,3,2,1200,7320,1,0,0,3,7,1200,0,1955,0,98115,47.6986,-122.286,1750,8220,60,0
7237500590,1320000,2014,11,17,4,5.25,6110,10369,2,0,0,3,11,6110,0,2005,0,98059,47.5285,-122.135,4190,10762,9,0
6021501535,700000,2014,12,23,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,75,0
7923600250,450000,2015,5,15,5,2,1870,7344,1,0,0,3,7,1870,0,1960,0,98007,47.5951,-122.144,1870,7650,55,0
7211401610,165000,2014,8,20,3,1,1120,5000,1,0,0,3,6,1120,0,1917,0,98146,47.5109,-122.357,1050,5000,97,0
7853360300,540000,2014,9,4,4,3.5,3510,6005,2,0,0,3,8,2750,760,2010,0,98065,47.5168,-121.87,3090,5866,4,0
2968801315,361810,2014,9,17,3,1.75,1240,7620,1,0,0,3,7,1240,0,1968,2014,98166,47.4576,-122.348,1150,7620,46,1
1498301048,321950,2014,5,8,2,1.25,860,1277,2,0,0,3,7,860,0,2007,0,98144,47.5842,-122.314,1280,1265,7,0
2424059170,900000,2015,2,19,5,6,7120,40806,2,0,4,3,12,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859,8,0
7899800586,372000,2015,4,9,4,1,2300,7680,1,0,0,3,7,1270,1030,1959,0,98106,47.524,-122.359,1840,5120,56,0
2120069003,220000,2014,11,24,3,1,1000,223462,1,0,2,4,6,1000,0,1933,0,98022,47.2099,-122.043,1710,105850,81,0
269000970,1300000,2015,4,2,5,3.75,4450,7680,2,0,0,3,9,3460,990,2010,0,98199,47.6418,-122.392,2550,6400,5,0
2895800590,359800,2014,10,20,5,2.5,2170,2752,2,0,0,3,8,2170,0,2014,0,98106,47.5167,-122.347,1800,2752,0,0
5652600065,760000,2014,10,10,5,1.75,2660,10637,1,0,0,5,7,1670,990,1922,0,98115,47.6945,-122.292,1570,6825,92,0
7852130410,450000,2014,10,27,3,2.5,2480,5647,2,0,0,3,7,2480,0,2002,0,98065,47.5355,-121.88,2510,5018,12,0
1826059042,402000,2014,9,23,3,2.5,1970,12205,2,0,0,4,8,1970,0,1990,0,98011,47.7397,-122.209,2640,9636,24,0
3450300280,460000,2015,2,25,5,4.5,3100,7260,2,0,0,3,8,3100,0,1963,2000,98059,47.5004,-122.162,1650,7700,52,1
4136870020,332100,2014,10,8,5,3.5,2660,6978,2,0,0,3,8,1980,680,1996,0,98092,47.2631,-122.212,2220,7294,18,0
6929604005,240000,2014,9,15,3,2,1300,5000,1,0,0,4,7,1300,0,1983,0,98198,47.3837,-122.304,1630,7500,31,0
5557800010,261350,2014,6,23,3,1.75,1390,18200,1,0,0,4,7,1390,0,1962,0,98023,47.3208,-122.337,1810,9675,52,0
4039500610,440000,2014,8,20,3,1.75,1430,8400,1,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.127,1570,7800,53,0
414100295,275000,2014,6,23,2,1,1180,6552,1,0,0,4,6,1180,0,1949,0,98133,47.7477,-122.342,1070,7200,65,0
7922900030,851000,2014,10,3,3,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,0,98008,47.5868,-122.116,2820,10043,43,0
1225069038,2280000,2014,5,5,7,8,13540,307752,3,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,4850,217800,15,0
139000185,800000,2015,4,28,3,2.5,2100,4440,2,0,4,3,7,2100,0,1945,0,98116,47.5865,-122.397,2100,6000,70,0
2652501513,539950,2014,8,13,3,2,1560,3200,1,0,0,3,7,1560,0,1910,2007,98109,47.6398,-122.356,1240,3600,104,1
2767602855,750000,2015,4,29,5,3.5,2160,2323,3,0,0,3,9,2160,0,2007,0,98107,47.6726,-122.39,1750,4650,8,0
1066600090,519000,2014,9,5,5,2.75,2620,8861,1,0,0,5,8,1350,1270,1979,0,98056,47.5226,-122.183,1940,10800,35,0
8901000491,390000,2014,8,28,2,1,1270,8164,1,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095,73,0
871001484,719000,2015,1,15,3,1.75,1800,5816,1,0,0,5,7,900,900,1947,0,98199,47.6529,-122.407,1650,5816,68,0
8032700175,420000,2014,10,27,4,1,1510,1501,1,0,0,3,7,1510,0,1906,0,98103,47.6526,-122.342,1560,1602,108,0
9202000080,215000,2014,7,7,3,1,960,9563,1,0,0,5,7,960,0,1967,0,98023,47.2864,-122.357,1280,9600,47,0
9264960480,368000,2014,12,8,4,2.5,2720,7350,2,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336,25,0
1338600175,940000,2014,5,7,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940,51,0
2685600090,345000,2014,11,18,3,1.5,1030,6969,1,0,0,4,6,1030,0,1921,0,98108,47.5492,-122.3,1420,6000,93,0
4302200590,375000,2015,3,9,3,2.5,1770,5146,2,0,0,3,7,1770,0,1992,0,98106,47.5263,-122.356,1230,5160,23,0
1929300305,1220000,2014,6,23,4,3.75,3520,3944,1,0,0,5,8,2200,1320,1913,0,98109,47.6424,-122.348,2310,4725,101,0
9320990090,348000,2015,4,21,3,2.5,1730,4004,2,0,0,3,7,1730,0,1999,0,98148,47.4317,-122.328,1730,5523,16,0
461002551,330600,2014,10,4,1,1,580,1799,1,0,0,3,7,580,0,1908,2005,98117,47.6829,-122.375,1260,4000,106,1
200480020,770000,2014,7,10,5,2.5,3000,7912,1,0,0,3,9,1610,1390,2007,0,98033,47.6765,-122.175,2700,7205,7,0
8859000045,545000,2015,4,24,4,2.75,2180,8480,1,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,56,0
8731900790,354950,2014,6,26,4,2.75,2530,7350,1,0,0,5,8,1280,1250,1977,0,98023,47.313,-122.374,2280,7350,37,0
8644300200,555000,2014,6,5,4,2.75,2020,10720,1,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164,38,0
7611200086,686000,2014,6,2,3,1.5,1840,9990,2,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474,53,0
2461900175,400000,2014,5,22,3,1,1040,6250,1,0,0,3,7,1040,0,1942,0,98136,47.5526,-122.385,1770,6250,72,0
5101402296,835000,2014,9,25,5,2.75,2460,7830,1,0,0,5,9,1490,970,1955,0,98115,47.6938,-122.31,2050,7830,59,0
5413200140,213550,2014,10,21,3,2.5,1580,8541,2,0,0,3,7,1580,0,1990,0,98001,47.3334,-122.289,1640,7542,24,0
6303400150,255000,2014,9,29,3,1,1160,8636,1,0,0,3,6,1160,0,1923,0,98146,47.5097,-122.357,1300,8636,91,0
1854900430,675000,2015,4,22,4,2.5,2990,5400,2,0,0,3,8,2990,0,2005,0,98074,47.6122,-122.009,2890,6538,10,0
3856902250,593500,2015,1,5,3,1,1370,4000,2,0,0,4,8,1370,0,1918,0,98105,47.6711,-122.324,1370,4000,97,0
2769602475,490000,2014,5,9,2,1,1840,3300,1,0,0,4,6,1130,710,1910,0,98107,47.6757,-122.362,1320,4000,104,0
4036800900,447000,2014,9,24,3,1,1310,7000,1,0,0,4,7,1310,0,1958,0,98008,47.6019,-122.123,1280,7300,56,0
8691330330,899000,2015,4,9,4,2.5,4080,10295,2,0,0,3,10,4080,0,1998,0,98075,47.5933,-121.982,3470,10295,17,0
7147600070,219950,2015,3,23,3,1,1060,10042,1,0,0,4,7,1060,0,1957,0,98188,47.4434,-122.283,1130,10925,58,0
3630030440,585000,2014,9,23,4,2.5,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720,10,0
7199340620,532000,2014,6,4,4,1.75,2020,7029,1,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.127,1780,7200,35,0
203600600,685530,2015,3,10,4,2.5,3130,60467,2,0,0,3,9,3130,0,1996,0,98014,47.6618,-121.962,2780,44224,19,0
5422500110,455000,2014,7,25,3,2.25,2180,6850,1,0,0,3,7,1750,430,1973,0,98034,47.7246,-122.217,1740,7016,41,0
4027700014,665000,2015,2,25,3,3.5,2460,14155,2,0,0,3,8,1900,560,2014,0,98155,47.7743,-122.279,2440,14080,1,0
5412200180,285000,2015,2,28,3,2.25,1840,6214,1,0,0,4,7,1270,570,1983,0,98031,47.4043,-122.185,1840,6214,32,0
1425059145,455000,2014,6,16,2,1.5,1310,12196,1,0,0,3,6,1310,0,1970,0,98052,47.6487,-122.122,2970,12196,44,0
1703900005,465000,2015,5,1,3,1,1210,4872,1,0,0,4,6,1210,0,1949,0,98118,47.5551,-122.273,1070,4872,66,0
4364200015,335000,2015,1,9,2,1.5,1170,5248,1,0,0,5,6,1170,0,1941,0,98126,47.5318,-122.374,1170,5120,74,0
8682291680,558000,2015,3,17,2,1.75,1930,4601,1,0,0,3,8,1930,0,2006,0,98053,47.7196,-122.022,1670,4500,9,0
3702900165,295000,2014,11,4,1,1,520,5600,1,0,0,3,6,520,0,1918,0,98116,47.5579,-122.395,1030,5265,96,0
4197400043,330000,2015,2,19,3,1.5,1690,10250,1,0,0,4,7,1690,0,1955,0,98166,47.4531,-122.344,1990,11084,60,0
3211800140,493500,2015,2,5,3,1.75,1800,16026,1,0,0,3,8,1390,410,1972,0,98008,47.5815,-122.121,2210,13959,43,0
5608010750,1160000,2014,8,29,4,3.5,4190,15724,2,0,2,3,11,4190,0,1994,0,98027,47.5518,-122.096,3300,10113,20,0
248000240,219000,2014,7,15,3,1.5,1060,9600,1,0,0,4,7,1060,0,1962,0,98023,47.3229,-122.348,1440,9600,52,0
5649600225,457500,2015,4,3,3,1,960,4600,1,0,0,4,6,960,0,1927,0,98118,47.5553,-122.286,1380,5175,88,0
2869100080,744000,2014,6,6,3,2.5,2670,12187,2,0,0,3,8,2670,0,1986,0,98052,47.6677,-122.15,2400,8999,28,0
7663700654,450000,2014,12,14,4,1.5,1860,7808,1,0,0,3,7,1080,780,1953,0,98125,47.7314,-122.3,1530,7884,61,0
6601200040,280000,2014,9,19,4,2.5,1934,5677,2,0,0,3,8,1934,0,2013,0,98001,47.2602,-122.252,1919,5049,1,0
9475200030,499000,2014,6,16,3,1.75,1750,12325,1,0,0,4,7,1470,280,1968,0,98052,47.6832,-122.118,1820,9750,46,0
7576700150,1325000,2014,10,1,3,2.25,2360,5504,2,0,0,4,8,2080,280,1913,0,98122,47.617,-122.288,2840,5470,101,0
3589500315,526000,2014,9,19,3,3.25,1220,1281,2,0,0,3,8,930,290,2014,0,98105,47.67,-122.317,1303,3810,0,0
6150200435,230000,2014,5,13,2,0.75,650,5360,1,0,0,4,5,650,0,1931,0,98133,47.7281,-122.335,1110,6700,83,0
1238500281,539000,2015,4,10,5,1,1700,11727,1,0,0,4,7,1700,0,1954,0,98033,47.686,-122.172,1740,8212,61,0
6386700110,245000,2014,8,5,3,2,1850,8208,1,0,0,4,7,1180,670,1970,0,98023,47.3109,-122.362,1790,8174,44,0
6300000693,233000,2014,12,2,2,2.25,850,1656,2,0,0,3,8,850,0,2001,0,98133,47.7064,-122.344,850,1312,13,0
2325400170,391000,2015,2,11,4,2.25,2190,3850,2,0,0,3,7,2190,0,2006,0,98059,47.4861,-122.161,2190,3980,9,0
1796100140,170000,2014,7,15,3,1.5,1350,81549,1,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825,48,0
6705800040,551000,2014,5,16,2,2,2260,9604,1,0,0,3,9,2260,0,1990,0,98011,47.7718,-122.208,2260,10747,24,0
6840701225,592500,2014,10,3,4,1.5,2080,4400,1,0,0,3,7,2080,0,1925,0,98122,47.606,-122.299,1680,4400,89,0
9828702339,699999,2015,4,20,2,2,1460,1085,2,0,0,3,8,950,510,2014,0,98112,47.6205,-122.299,1580,1202,1,0
8645530060,339000,2014,7,11,3,2.25,2090,10120,1,0,0,4,7,1290,800,1979,0,98058,47.4654,-122.174,1820,7983,35,0
7517500310,775000,2015,5,6,3,1,1460,6198,1,0,0,4,7,1460,0,1916,0,98107,47.6626,-122.361,2280,5160,99,0
2843200085,260000,2015,2,17,3,1,1910,8710,1,0,0,3,7,1080,830,1954,0,98168,47.5038,-122.3,1460,8944,61,0
2125410210,430000,2014,12,6,3,2.25,2160,6527,2,0,0,4,7,1580,580,1987,0,98034,47.7292,-122.212,1950,9675,27,0
7454000990,304950,2014,9,24,2,1,670,6720,1,0,0,5,6,670,0,1942,0,98126,47.5151,-122.372,710,6720,72,0
5154700060,1662000,2014,10,15,4,2.75,3520,19200,1,1,4,4,9,1950,1570,1951,0,98136,47.525,-122.393,2450,7000,63,0
2553300030,648000,2014,6,9,4,2.5,2380,13435,2,0,0,3,10,2380,0,1992,0,98075,47.5833,-122.028,2730,9677,22,0
4123840570,390000,2014,10,20,3,2.5,2250,8076,2,0,0,3,8,2250,0,1995,0,98038,47.3667,-122.041,2180,7244,19,0
1152600220,831500,2014,6,23,5,2.5,4470,35124,2,0,0,3,11,4470,0,1984,0,98072,47.7377,-122.084,4050,34118,30,0
3223049073,235000,2015,4,13,2,1,930,10505,1,0,0,3,6,930,0,1930,0,98148,47.4337,-122.329,1520,8881,85,0
3013300980,640500,2015,5,6,3,1,1070,4505,1,0,2,4,7,1070,0,1919,0,98136,47.5305,-122.384,1380,4505,96,0
8946780110,809950,2014,8,4,4,3.5,3660,4903,2,0,0,3,9,2760,900,2014,0,98034,47.7184,-122.156,3630,4992,0,0
8832900155,439000,2015,4,14,4,2.5,2800,17279,1,0,2,3,7,1560,1240,1957,0,98028,47.7596,-122.269,3060,13423,58,0
3649100586,483000,2014,8,29,3,1.75,2110,10454,1,0,0,4,8,1440,670,1978,0,98028,47.7344,-122.246,1990,10890,36,0
7893202340,335000,2014,7,21,4,2.25,2280,7500,1,0,0,4,7,1140,1140,1963,0,98198,47.4182,-122.332,1660,8000,51,0
1442880320,484259,2014,7,24,4,2.75,2790,5000,2,0,0,3,8,2790,0,2014,0,98045,47.4831,-121.773,2620,5527,0,0
6402700110,585000,2014,9,10,4,2,2400,12753,1,0,0,4,7,2400,0,1962,0,98033,47.6947,-122.177,1830,12060,52,0
7888000400,150000,2014,6,3,3,1,1320,8220,1,0,0,3,7,1320,0,1959,0,98198,47.3697,-122.309,1320,7920,55,0
3025049052,822500,2014,8,12,2,1,1450,7098,1,0,4,3,7,1450,0,1924,0,98109,47.63,-122.349,2390,6098,90,0
8005100025,195000,2014,9,19,3,1,1510,4350,1,0,0,5,6,1510,0,1913,0,98022,47.2052,-121.987,1210,5500,101,0
9191201325,534000,2015,3,1,4,1.75,2040,2750,1,0,0,4,6,1260,780,1926,0,98105,47.6698,-122.3,1940,3750,89,0
2490200055,560000,2014,8,1,3,3.5,2270,4088,2,0,0,3,8,1880,390,1996,0,98136,47.5356,-122.384,1760,5425,18,0
4151800410,1348000,2014,10,31,5,3.25,3540,5971,1,0,2,3,10,2000,1540,2005,0,98033,47.6643,-122.202,2820,6029,9,0
1972202320,380000,2015,4,27,3,1,1220,3000,1,0,0,3,6,1220,0,1901,0,98103,47.6506,-122.346,1350,3000,114,0
2149800148,257200,2014,5,14,3,2,1850,8250,1,0,0,4,7,1150,700,1952,0,98002,47.3066,-122.209,1580,7153,62,0
5309101395,415000,2014,9,11,2,1,910,3750,1,0,0,3,7,910,0,1904,0,98117,47.6772,-122.369,1160,4000,110,0
6187100360,294000,2015,4,27,3,2.25,1700,9600,2,0,0,3,7,1700,0,1984,0,98042,47.39,-122.158,1930,9600,31,0
7287100177,525000,2015,2,25,4,2.5,2740,12106,1,0,0,3,8,1980,760,1992,0,98133,47.7648,-122.355,2170,11156,23,0
6190701112,396000,2014,11,25,3,1,1980,9540,1,0,0,3,7,1080,900,1949,0,98133,47.7551,-122.353,1680,9529,65,0
7131300047,235000,2014,8,26,2,1,2150,4500,1,0,0,3,7,1260,890,1917,0,98118,47.5158,-122.267,1590,5010,97,0
6003501535,550000,2014,8,28,3,1.75,1650,3200,1,0,0,3,8,1650,0,1901,0,98102,47.6209,-122.317,1500,2400,113,0
2767600688,414500,2014,11,13,2,1.5,1210,1278,2,0,0,3,8,1020,190,2007,0,98117,47.6756,-122.375,1210,1118,7,0
1862400471,392500,2014,8,20,3,3.25,1600,1289,3,0,0,3,8,1600,0,1998,0,98117,47.6957,-122.375,1600,1376,16,0
2525049246,1550000,2014,10,17,2,2.25,2950,15593,1,0,0,4,8,1560,1390,1942,1986,98039,47.6209,-122.236,2060,19855,72,1
1870400635,805000,2015,3,11,4,1.75,2360,4750,2,0,0,5,7,1660,700,1911,0,98115,47.6729,-122.293,1810,4750,104,0
1422300030,415000,2015,4,1,3,2.25,1510,36224,2,0,0,3,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,24,0
8132700190,430000,2014,6,2,2,1,990,4802,1,0,0,3,7,990,0,1947,0,98117,47.6876,-122.395,1180,5000,67,0
7812801785,221347,2015,2,18,3,2,1580,6655,1,0,0,3,6,790,790,1944,0,98178,47.4927,-122.248,1090,6655,71,0
9322800230,1250000,2014,12,12,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,47.5075,-122.389,2500,14960,29,0
5072300210,440000,2014,6,24,3,1.75,2000,9900,1,0,2,4,8,1480,520,1957,0,98166,47.4436,-122.339,2310,10200,57,0
3383900048,550000,2014,10,22,3,2.5,1550,1092,3,0,0,3,8,1390,160,2004,0,98102,47.6355,-122.324,1550,1079,10,0
8024202520,445000,2014,5,9,2,2,1150,6634,1,0,0,3,7,860,290,1940,0,98115,47.7001,-122.309,1680,6892,74,0
8815400410,860000,2015,4,3,4,1.75,1890,4500,2,0,0,5,7,1490,400,1937,0,98115,47.6751,-122.289,1890,5000,78,0
224069094,530000,2014,9,11,3,2.25,2120,40518,1,0,0,3,8,2120,0,1967,0,98075,47.5896,-122.009,2480,13492,47,0
2607760890,471000,2014,6,3,4,2.5,3030,9687,2,0,0,3,8,2020,1010,1998,0,98045,47.485,-121.799,2050,10193,16,0
1446401290,214950,2014,10,30,3,1,1400,6600,1,0,0,3,6,1280,120,1954,0,98168,47.4845,-122.331,1730,6600,60,0
5423040140,680000,2015,4,2,3,2.25,2300,9914,2,0,0,4,8,2300,0,1980,0,98027,47.5677,-122.086,2240,9032,35,0
5641300220,370000,2014,8,28,3,2.5,2490,4244,2,0,0,3,9,2490,0,2005,0,98042,47.3705,-122.131,2490,4748,9,0
3832050890,282000,2014,7,15,3,2.5,2010,5399,2,0,0,3,7,2010,0,2006,0,98042,47.3338,-122.052,2280,5141,8,0
3342103156,461000,2014,6,18,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,8,0
5430300171,430000,2014,7,3,3,1.5,1810,5080,1,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,56,0
3629700020,646800,2015,4,15,3,3,2230,1407,2,0,0,3,8,1850,380,2014,0,98027,47.5446,-122.017,2230,1407,1,0
2770601800,525000,2014,10,24,3,1.75,1560,6000,1,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,70,0
7715600070,385000,2014,12,12,3,1.75,1560,14288,1,0,0,3,6,780,780,1944,0,98125,47.7183,-122.306,1320,8928,70,0
6600490250,269000,2015,4,21,4,2.5,2060,3608,2,0,0,3,7,2060,0,2004,0,98198,47.362,-122.309,2060,3608,11,0
5409800120,312200,2014,9,19,4,2.5,2910,8596,2,0,0,3,8,2910,0,2004,0,98003,47.2596,-122.304,2770,8602,10,0
4046710050,470000,2014,8,27,4,2,2180,17180,2,0,0,4,7,2180,0,1977,0,98014,47.698,-121.92,1880,14043,37,0
7202330030,500000,2014,8,22,3,2.5,1650,5683,2,0,0,3,7,1650,0,2003,0,98053,47.683,-122.035,1650,4193,11,0
7941500170,219000,2014,12,2,3,1,970,7790,1,0,0,3,6,970,0,1967,0,98003,47.3165,-122.325,1150,8160,47,0
2025049161,1050000,2014,5,6,3,2.5,2200,1970,2,0,0,3,9,1610,590,2008,0,98102,47.6426,-122.327,1890,3505,6,0
2207200405,460000,2014,7,16,5,2,1910,12264,1,0,0,4,7,1010,900,1963,0,98007,47.601,-122.134,1700,9179,51,0
7701960990,862000,2014,6,16,4,2.5,3190,14565,2,0,0,3,11,3190,0,1990,0,98077,47.713,-122.072,3420,20475,24,0
8924100430,500000,2014,12,24,2,1,1440,7130,1,0,2,3,7,1210,230,1948,0,98115,47.6778,-122.267,1970,7130,66,0
7228500094,278000,2014,12,12,4,2,1480,6324,1,0,0,3,7,1480,0,1943,0,98122,47.6147,-122.302,1480,3600,71,0
8820902200,1199000,2014,11,13,4,2.75,4110,8400,2,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400,86,1
8589100090,415000,2014,6,17,4,2,1610,9600,1,0,0,5,7,1610,0,1967,0,98056,47.5327,-122.186,1450,9600,47,0
627300145,1148000,2014,8,14,10,5.25,4590,10920,1,0,2,3,9,2500,2090,2008,0,98004,47.5861,-122.113,2730,10400,6,0
7212680460,359000,2014,9,24,4,3.5,2770,8763,2,0,0,3,8,2100,670,1996,0,98003,47.2625,-122.308,2030,7242,18,0
7852190630,600000,2015,4,17,4,2.5,2710,6474,2,0,0,3,8,2710,0,2004,0,98065,47.5383,-121.878,2870,6968,11,0
8016300030,555000,2014,11,3,5,2.5,2090,8712,1,0,0,3,8,1420,670,1966,0,98008,47.5968,-122.127,2490,8712,48,0
2193340120,572000,2014,6,4,3,2.25,1830,7897,1,0,0,4,8,1290,540,1986,0,98052,47.6914,-122.103,1990,8306,28,0
3905040590,560000,2015,4,21,3,2.5,2180,7169,2,0,0,3,8,2180,0,1990,0,98029,47.5714,-122.002,2150,5914,25,0
2500600297,243500,2014,8,14,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,47.4005,-122.293,1330,10044,33,0
5101404898,592500,2014,5,19,2,2,1420,9191,1,0,2,5,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,86,0
6021503840,749000,2014,6,10,3,1,1580,5000,1,0,0,3,7,1580,0,1926,0,98117,47.684,-122.386,1280,4000,88,0
5101405604,395000,2015,4,28,1,1,900,6380,1,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,68,0
1257202120,579100,2014,10,30,2,1,1070,2754,1,0,0,3,7,830,240,1924,0,98103,47.6755,-122.331,1760,4080,90,0
5414100040,299950,2014,9,15,2,1,800,3000,1,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,1640,3400,110,0
